COL1
61003
61028
61018
60999
61051
61021
60972
61034
61052
61020
60979
60994
60996
61021
60980
61002
61009
60978
61033
61013
61031
60978
61033
61032
60983
61006
60986
61008
61022
61027
60995
61016
61017
61003
60988
60983
61026
60994
61028
60982
40001
61016
61050
60978
60987
60992
60976
61026
61029
61007
61015
61017
61008
60996
61010
61031
61038
60982
60982
61035
60972
61003
61023
60983
61034
61014
60967
61000
60987
60996
61036
61003
60999
60983
60973
60987
60998
60981
60988
61019
60989
61024
61034
60975
60975
60967
60989
60970
60986
60979
61034
61049
61017
61000
60978
60987
61006
60980
61008
61038
60987
60983
61022
61022
60970
61040
60988
60985
61051
61007
61019
61053
60975
61026
61018
61035
61025
60973
61013
60990
61052
60981
60981
61024
60988
60986
60990
61001
60990
61000
60973
61031
60970
60991
61023
61022
61019
61011
60985
61023
60968
61007
60971
60997
61006
60991
61020
61054
61013
60990
60991
60987
61031
61005
61054
61030
61012
60991
61025
61009
60992
60992
61021
61006
61011
61002
61011
60980
60993
60992
60995
61014
61016
61050
60985
61024
60993
61016
61001
60973
60970
61000
61007
61029
60977
61006
61019
60984
60976
61030
61004
61013
60979
60976
60984
61021
60973
60990
60969
61020
60992
61018
61028
61038
60985
61024
60974
60972
61018
61006
61012
61019
61015
60997
60998
61012
60997
60985
61004
61009
61027
60986
61029
60979
60976
60985
61005
61005
60971
61039
61011
61027
61038
61007
60984
61053
61012
61027
61010
61025
60979
60976
60991
61007
61006
60980
60998
61004
61007
61020
61010
60989
61004
61017
61021
61021
61027
60977
61009
60979
61003
61027
60993
61017
60994
61021
60978
60989
61008
61024
60982
60986
60989
60995
61017
60989
60991
60971
61026
61022
60969
60997
60997
60996
61002
61020
60978
61012
61005
60972
60971
60995
61018
61019
61011
60977
61018
61026
61013
60986
60993
61022
60982
61015
60986
61031
60995
61024
60993
61004
61001
60992
61004
61018
61021
61001
61012
61002
61025
61000
61028
61001
60971
60974
60971
61036
61003
61052
60991
61013
61003
61002
60990
61029
61003
60973
60980
60983
61032
60980
60977
60977
61015
61009
61011
61023
61010
60981
60981
61020
61036
61019
60972
60987
61012
61054
61001
60975
61050
61008
61017
61020
61005
61015
61015
61053
61035
61031
61012
61004
60988
61036
61053
61024
60993
61036
60992
61005
60983
61024
61020
60983
61001
61001
60972
61025
61007
61008
61008
61038
60980
60995
60996
61013
61034
60987
61023
60969
61008
61028
61032
60979
60973
60979
60996
60981
60969
61035
60974
60976
60974
61005
61009
61052
61020
61030
60999
61010
61032
61038
60981
61036
61005
61002
61011
61011
60998
61000
60967
61014
60970
60979
61039
61014
60986
61014
60977
61009
60998
61030
61001
61013
61013
60984
60990
61014
60976
60990
61029
61023
61010
60970
61023
60969
61035
60990
60992
60997
61004
60995
61039
61025
60975
61002
60973
61009
61028
60982
61005
61002
61025
60999
60985
60994
61015
60980
60996
61015
61028
61052
61053
61022
61016
60999
61053
60974
61018
61035
60988
60993
60997
60972
61019
61040
61024
61039
61050
60992
60999
60972
61017
60979
60998
60985
60989
61000
61029
61022
60971
61032
60989
61039
61050
60998
60994
61051
61036
61009
60968
60995
61026
60985
61017
61012
60974
61003
60972
60997
61010
61022
61054
60975
61023
61025
61029
61010
61010
60994
61014
61036
60988
60996
60999
60981
61002
60973
61013
61014
61015
61016
60969
61006
61010
60967
61019
61012
60994
61009
60971
61023
61033
61017
60984
61008
60997
61039
